league_name,match_id,date,time,home_team_id,home_team_name,away_team_id,away_team_name,status,home_score,away_score
Primera Division,925900,2024-07-20,01:00,4071,Guanacasteca,4058,San Carlos,finished,0,3
Primera Division,925902,2024-07-20,02:00,4072,Puntarenas,5060,Municipal Liberia,finished,0,0
Primera Division,925899,2024-07-20,23:00,4062,Cartagines,13340,Santa Ana,finished,4,0
Primera Division,925903,2024-07-21,00:00,4070,Sporting San Jose,4059,Deportivo Saprissa,finished,3,1
Primera Division,925901,2024-07-21,02:00,4060,Perez Zeledon,4061,Herediano,finished,0,0
Primera Division,925898,2024-07-22,00:00,4063,Alajuelense,4065,Santos de Guapiles,finished,2,1
Primera Division,925904,2024-07-23,23:00,13340,Santa Ana,4070,Sporting San Jose,finished,0,2
Primera Division,925905,2024-07-24,02:00,4061,Herediano,4072,Puntarenas,finished,2,0
Primera Division,925906,2024-07-25,00:00,5060,Municipal Liberia,4063,Alajuelense,finished,1,2
Primera Division,925907,2024-07-25,00:00,4058,San Carlos,4062,Cartagines,finished,0,0
Primera Division,925908,2024-07-25,02:30,4059,Deportivo Saprissa,4071,Guanacasteca,finished,3,1
Primera Division,925909,2024-07-26,00:00,4065,Santos de Guapiles,4060,Perez Zeledon,finished,3,3
Primera Division,925912,2024-07-28,01:00,4071,Guanacasteca,4061,Herediano,finished,2,1
Primera Division,925915,2024-07-28,02:00,4058,San Carlos,5060,Municipal Liberia,finished,1,2
Primera Division,925911,2024-07-28,17:00,4062,Cartagines,4065,Santos de Guapiles,finished,2,1
Primera Division,925913,2024-07-28,21:00,4072,Puntarenas,4059,Deportivo Saprissa,finished,2,3
Primera Division,925910,2024-07-29,00:00,4063,Alajuelense,13340,Santa Ana,finished,1,1
Primera Division,925914,2024-07-30,01:00,4060,Perez Zeledon,4070,Sporting San Jose,finished,0,2
Primera Division,925921,2024-08-03,01:00,4065,Santos de Guapiles,4072,Puntarenas,finished,0,0
Primera Division,925918,2024-08-03,21:00,4070,Sporting San Jose,4071,Guanacasteca,finished,2,2
Primera Division,925920,2024-08-03,23:00,4059,Deportivo Saprissa,5060,Municipal Liberia,finished,2,2
Primera Division,925919,2024-08-04,02:00,13340,Santa Ana,4061,Herediano,finished,1,1
Primera Division,925916,2024-08-04,17:00,4062,Cartagines,4063,Alajuelense,finished,0,1
Primera Division,925917,2024-08-04,22:00,4060,Perez Zeledon,4058,San Carlos,finished,0,0
Primera Division,925925,2024-08-10,02:00,5060,Municipal Liberia,4065,Santos de Guapiles,finished,4,0
Primera Division,925923,2024-08-10,23:00,4071,Guanacasteca,4062,Cartagines,finished,1,3
Primera Division,925927,2024-08-11,00:00,4058,San Carlos,13340,Santa Ana,finished,5,1
Primera Division,925922,2024-08-11,02:00,4063,Alajuelense,4060,Perez Zeledon,finished,2,1
Primera Division,925926,2024-08-11,22:00,4072,Puntarenas,4070,Sporting San Jose,finished,1,2
Primera Division,925924,2024-08-12,00:00,4061,Herediano,4059,Deportivo Saprissa,finished,2,0
Primera Division,925933,2024-08-17,02:00,13340,Santa Ana,4059,Deportivo Saprissa,finished,0,3
Primera Division,925929,2024-08-18,00:00,4065,Santos de Guapiles,4058,San Carlos,finished,0,4
Primera Division,925928,2024-08-18,17:00,4062,Cartagines,4061,Herediano,finished,3,1
Primera Division,925930,2024-08-18,22:00,4060,Perez Zeledon,4072,Puntarenas,finished,1,0
Primera Division,925932,2024-08-19,00:00,4070,Sporting San Jose,5060,Municipal Liberia,finished,1,0
Primera Division,925938,2024-08-25,01:00,4058,San Carlos,4063,Alajuelense,finished,0,0
Primera Division,925939,2024-08-25,02:00,4059,Deportivo Saprissa,4062,Cartagines,finished,1,0
Primera Division,925936,2024-08-25,21:00,5060,Municipal Liberia,4060,Perez Zeledon,finished,1,0
Primera Division,925937,2024-08-25,21:00,4072,Puntarenas,13340,Santa Ana,finished,1,2
Primera Division,925935,2024-08-26,00:00,4061,Herediano,4070,Sporting San Jose,finished,2,0
