league_name,match_id,date,time,home_team_id,home_team_name,away_team_id,away_team_name,status,home_score,away_score
Bundesliga,933135,2024-08-23,18:30,4272,Borussia M'gladbach,4271,Bayer Leverkusen,finished,2,3
Bundesliga,933136,2024-08-24,13:30,3292,RB Leipzig,3113,Bochum,finished,1,0
Bundesliga,933139,2024-08-24,13:30,4274,Freiburg,4276,Stuttgart,finished,3,1
Bundesliga,933138,2024-08-24,13:30,3297,Hoffenheim,4281,Holstein Kiel,finished,3,2
Bundesliga,933142,2024-08-24,13:30,3003,Mainz,3775,Union Berlin,finished,1,1
Bundesliga,933140,2024-08-24,13:30,3116,Augsburg,4273,Werder Bremen,finished,2,2
Bundesliga,933137,2024-08-24,16:30,3204,Borussia Dortmund,2998,Eintracht Frankfurt,finished,2,0
Bundesliga,933141,2024-08-25,13:30,2983,Wolfsburg,4270,Bayern Munich,finished,2,3
Bundesliga,933143,2024-08-25,15:30,3339,St. Pauli,4280,Heidenheim,finished,0,2
Bundesliga,933150,2024-08-30,18:30,3775,Union Berlin,3339,St. Pauli,finished,1,0
Bundesliga,933149,2024-08-31,13:30,4273,Werder Bremen,3204,Borussia Dortmund,finished,0,0
Bundesliga,933147,2024-08-31,13:30,2998,Eintracht Frankfurt,3297,Hoffenheim,finished,3,1
Bundesliga,933151,2024-08-31,13:30,3113,Bochum,4272,Borussia M'gladbach,finished,0,2
Bundesliga,933145,2024-08-31,13:30,4276,Stuttgart,3003,Mainz,finished,3,3
Bundesliga,933152,2024-08-31,13:30,4281,Holstein Kiel,2983,Wolfsburg,finished,0,2
Bundesliga,933144,2024-08-31,16:30,4271,Bayer Leverkusen,3292,RB Leipzig,finished,2,3
Bundesliga,933148,2024-09-01,13:30,4280,Heidenheim,3116,Augsburg,finished,4,0
Bundesliga,933146,2024-09-01,15:30,4270,Bayern Munich,4274,Freiburg,finished,2,0
Bundesliga,933154,2024-09-13,18:30,3204,Borussia Dortmund,4280,Heidenheim,finished,4,2
Bundesliga,933153,2024-09-14,13:30,3292,RB Leipzig,3775,Union Berlin,finished,0,0
Bundesliga,933155,2024-09-14,13:30,3297,Hoffenheim,4271,Bayer Leverkusen,finished,1,4
Bundesliga,933158,2024-09-14,13:30,2983,Wolfsburg,2998,Eintracht Frankfurt,finished,1,2
Bundesliga,933156,2024-09-14,13:30,4274,Freiburg,3113,Bochum,finished,2,1
Bundesliga,933160,2024-09-14,13:30,4272,Borussia M'gladbach,4276,Stuttgart,finished,1,3
Bundesliga,933161,2024-09-14,16:30,4281,Holstein Kiel,4270,Bayern Munich,finished,1,6
Bundesliga,933157,2024-09-15,13:30,3116,Augsburg,3339,St. Pauli,finished,3,1
Bundesliga,933159,2024-09-15,15:30,3003,Mainz,4273,Werder Bremen,finished,1,2
Bundesliga,933167,2024-09-20,18:30,3116,Augsburg,3003,Mainz,finished,2,3
Bundesliga,933166,2024-09-21,13:30,4273,Werder Bremen,4270,Bayern Munich,finished,0,5
Bundesliga,933168,2024-09-21,13:30,3775,Union Berlin,3297,Hoffenheim,finished,2,1
Bundesliga,933169,2024-09-21,13:30,3113,Bochum,4281,Holstein Kiel,finished,2,2
Bundesliga,933165,2024-09-21,13:30,4280,Heidenheim,4274,Freiburg,finished,0,3
Bundesliga,933164,2024-09-21,16:30,2998,Eintracht Frankfurt,4272,Borussia M'gladbach,finished,2,0
Bundesliga,933162,2024-09-22,13:30,4271,Bayer Leverkusen,2983,Wolfsburg,finished,4,3
Bundesliga,933163,2024-09-22,15:30,4276,Stuttgart,3204,Borussia Dortmund,finished,5,1
Bundesliga,933170,2024-09-22,17:30,3339,St. Pauli,3292,RB Leipzig,finished,0,0
Bundesliga,933173,2024-09-27,18:30,3204,Borussia Dortmund,3113,Bochum,finished,4,2
Bundesliga,933176,2024-09-28,13:30,2983,Wolfsburg,4276,Stuttgart,finished,2,2
Bundesliga,933178,2024-09-28,13:30,4272,Borussia M'gladbach,3775,Union Berlin,finished,1,0
Bundesliga,933175,2024-09-28,13:30,4274,Freiburg,3339,St. Pauli,finished,0,3
Bundesliga,933177,2024-09-28,13:30,3003,Mainz,4280,Heidenheim,finished,0,2
Bundesliga,933172,2024-09-28,13:30,3292,RB Leipzig,3116,Augsburg,finished,4,0
Bundesliga,933171,2024-09-28,16:30,4270,Bayern Munich,4271,Bayer Leverkusen,finished,1,1
Bundesliga,933179,2024-09-29,13:30,4281,Holstein Kiel,2998,Eintracht Frankfurt,finished,2,4
Bundesliga,933174,2024-09-29,15:30,3297,Hoffenheim,4273,Werder Bremen,finished,3,4
Bundesliga,933185,2024-10-04,18:30,3116,Augsburg,4272,Borussia M'gladbach,finished,2,1
Bundesliga,933186,2024-10-05,13:30,3775,Union Berlin,3204,Borussia Dortmund,finished,2,1
Bundesliga,933184,2024-10-05,13:30,4273,Werder Bremen,4274,Freiburg,finished,0,1
Bundesliga,933187,2024-10-05,13:30,3113,Bochum,2983,Wolfsburg,finished,1,3
Bundesliga,933180,2024-10-05,13:30,4271,Bayer Leverkusen,4281,Holstein Kiel,finished,2,2
Bundesliga,933188,2024-10-05,16:30,3339,St. Pauli,3003,Mainz,finished,0,3
Bundesliga,933183,2024-10-06,13:30,4280,Heidenheim,3292,RB Leipzig,finished,0,1
Bundesliga,933182,2024-10-06,15:30,2998,Eintracht Frankfurt,4270,Bayern Munich,finished,3,3
Bundesliga,933181,2024-10-06,17:30,4276,Stuttgart,3297,Hoffenheim,finished,1,1
Bundesliga,933191,2024-10-18,18:30,3204,Borussia Dortmund,3339,St. Pauli,finished,2,1
Bundesliga,933196,2024-10-19,13:30,4272,Borussia M'gladbach,4280,Heidenheim,finished,3,2
Bundesliga,933193,2024-10-19,13:30,4274,Freiburg,3116,Augsburg,finished,3,1
Bundesliga,933189,2024-10-19,13:30,4271,Bayer Leverkusen,2998,Eintracht Frankfurt,finished,2,1
Bundesliga,933195,2024-10-19,13:30,3003,Mainz,3292,RB Leipzig,finished,0,2
Bundesliga,933192,2024-10-19,13:30,3297,Hoffenheim,3113,Bochum,finished,3,1
Bundesliga,933190,2024-10-19,16:30,4270,Bayern Munich,4276,Stuttgart,finished,4,0
