league_name,match_id,date,time,home_team_id,home_team_name,away_team_id,away_team_name,status,home_score,away_score
Bundesliga,930705,2024-08-02,18:30,5742,Grazer AK,2996,Salzburg,finished,2,3
Bundesliga,930707,2024-08-03,15:00,3389,Hartberg,3112,LASK,finished,1,2
Bundesliga,930706,2024-08-03,15:00,3883,Rheindorf Altach,3886,WSG Tirol,finished,1,2
Bundesliga,930708,2024-08-03,17:30,3107,Wolfsberger AC,2833,Austria Klagenfurt,finished,4,1
Bundesliga,930709,2024-08-04,15:00,2927,Rapid Vienna,3880,Sturm Graz,finished,1,0
Bundesliga,930710,2024-08-04,15:00,5057,Blau-Weiss Linz,3584,Austria Vienna,finished,1,0
Bundesliga,930711,2024-08-10,15:00,3112,LASK,3883,Rheindorf Altach,finished,1,2
Bundesliga,930712,2024-08-10,15:00,3886,WSG Tirol,5742,Grazer AK,finished,0,0
Bundesliga,930713,2024-08-10,17:30,2996,Salzburg,5057,Blau-Weiss Linz,finished,5,1
Bundesliga,930714,2024-08-11,15:00,3584,Austria Vienna,3107,Wolfsberger AC,finished,3,1
Bundesliga,930715,2024-08-11,15:00,3880,Sturm Graz,3389,Hartberg,finished,2,0
Bundesliga,930716,2024-08-11,15:00,2833,Austria Klagenfurt,2927,Rapid Vienna,finished,1,1
Bundesliga,930717,2024-08-17,15:00,5742,Grazer AK,5057,Blau-Weiss Linz,finished,2,2
Bundesliga,930718,2024-08-17,15:00,2833,Austria Klagenfurt,3880,Sturm Graz,finished,0,2
Bundesliga,930719,2024-08-17,17:30,3112,LASK,2996,Salzburg,finished,0,1
Bundesliga,930722,2024-08-18,15:00,3389,Hartberg,3584,Austria Vienna,finished,1,1
Bundesliga,930721,2024-08-18,15:00,3883,Rheindorf Altach,3107,Wolfsberger AC,finished,2,0
Bundesliga,930720,2024-08-18,15:00,2927,Rapid Vienna,3886,WSG Tirol,finished,2,0
Bundesliga,930724,2024-08-24,15:00,3886,WSG Tirol,2833,Austria Klagenfurt,finished,0,1
Bundesliga,930725,2024-08-24,17:30,3880,Sturm Graz,3883,Rheindorf Altach,finished,2,1
Bundesliga,930728,2024-08-25,15:00,5057,Blau-Weiss Linz,2927,Rapid Vienna,finished,3,0
Bundesliga,930726,2024-08-25,15:00,3107,Wolfsberger AC,5742,Grazer AK,finished,4,2
Bundesliga,930727,2024-08-25,15:00,3584,Austria Vienna,3112,LASK,finished,2,1
Bundesliga,930730,2024-08-31,15:00,3389,Hartberg,5742,Grazer AK,finished,1,1
Bundesliga,930729,2024-08-31,15:00,2833,Austria Klagenfurt,5057,Blau-Weiss Linz,finished,3,1
Bundesliga,930731,2024-08-31,17:30,3880,Sturm Graz,3886,WSG Tirol,finished,4,2
Bundesliga,930734,2024-09-01,15:00,3883,Rheindorf Altach,3584,Austria Vienna,finished,1,1
