league_name,match_id,date,time,home_team_id,home_team_name,away_team_id,away_team_name,status,home_score,away_score
Liga Nacional,937125,2024-07-27,01:00,2693,Motagua,2689,UPNFM,finished,4,2
Liga Nacional,937126,2024-07-27,21:00,4341,Marathon,2749,Victoria,finished,2,2
Liga Nacional,937127,2024-07-28,01:00,5067,Genesis,4342,Olimpia,finished,0,3
Liga Nacional,937128,2024-07-28,21:00,4346,Real Sociedad,4343,Real Espana,finished,0,3
Liga Nacional,937129,2024-07-28,23:15,4349,Olancho,10135,Juticalpa,finished,0,1
Liga Nacional,937130,2024-08-03,21:00,2689,UPNFM,4349,Olancho,finished,1,0
Liga Nacional,937131,2024-08-03,23:15,4343,Real Espana,2693,Motagua,finished,1,0
Liga Nacional,937132,2024-08-04,19:00,2749,Victoria,5067,Genesis,finished,2,2
Liga Nacional,937134,2024-08-04,23:15,4342,Olimpia,4341,Marathon,finished,2,2
Liga Nacional,937133,2024-08-05,01:30,10135,Juticalpa,4346,Real Sociedad,finished,1,1
Liga Nacional,937135,2024-08-10,01:00,5067,Genesis,2689,UPNFM,finished,3,0
Liga Nacional,937136,2024-08-10,22:30,4341,Marathon,10135,Juticalpa,finished,4,1
Liga Nacional,937137,2024-08-11,01:00,2693,Motagua,4346,Real Sociedad,finished,3,1
Liga Nacional,937138,2024-08-11,21:00,2749,Victoria,4342,Olimpia,finished,3,1
Liga Nacional,937139,2024-08-11,23:15,4349,Olancho,4343,Real Espana,finished,3,1
Liga Nacional,937140,2024-08-17,21:00,4343,Real Espana,5067,Genesis,finished,1,0
Liga Nacional,937141,2024-08-17,23:15,2689,UPNFM,4341,Marathon,finished,2,0
Liga Nacional,937142,2024-08-18,01:30,10135,Juticalpa,2749,Victoria,finished,1,0
Liga Nacional,937143,2024-08-18,21:00,4346,Real Sociedad,4349,Olancho,finished,0,0
Liga Nacional,937144,2024-08-18,23:15,4342,Olimpia,2693,Motagua,finished,1,1
Liga Nacional,937145,2024-08-24,21:00,4341,Marathon,4343,Real Espana,finished,0,1
Liga Nacional,937146,2024-08-24,23:15,4349,Olancho,2693,Motagua,finished,0,0
Liga Nacional,937147,2024-08-25,01:30,5067,Genesis,4346,Real Sociedad,finished,1,1
Liga Nacional,937148,2024-08-25,21:00,2749,Victoria,2689,UPNFM,finished,2,1
Liga Nacional,937149,2024-08-26,01:00,4342,Olimpia,10135,Juticalpa,finished,1,1
Liga Nacional,937150,2024-08-31,21:00,2689,UPNFM,10135,Juticalpa,finished,4,1
Liga Nacional,937151,2024-08-31,23:15,4349,Olancho,5067,Genesis,finished,4,0
Liga Nacional,937152,2024-09-01,01:30,4346,Real Sociedad,2749,Victoria,finished,1,0
Liga Nacional,937154,2024-09-01,23:00,2693,Motagua,4341,Marathon,finished,0,1
Liga Nacional,937153,2024-09-02,01:15,4343,Real Espana,4342,Olimpia,finished,2,0
Liga Nacional,938398,2024-09-14,01:00,4342,Olimpia,2689,UPNFM,finished,3,1
Liga Nacional,938397,2024-09-14,21:00,4341,Marathon,4346,Real Sociedad,finished,1,1
Liga Nacional,938399,2024-09-14,23:15,5067,Genesis,2693,Motagua,finished,0,3
Liga Nacional,938395,2024-09-15,01:30,10135,Juticalpa,4343,Real Espana,finished,0,1
Liga Nacional,938396,2024-09-15,21:00,2749,Victoria,4349,Olancho,finished,3,2
Liga Nacional,938401,2024-09-18,21:00,4346,Real Sociedad,2689,UPNFM,finished,0,0
Liga Nacional,938402,2024-09-18,23:15,2693,Motagua,10135,Juticalpa,finished,3,0
Liga Nacional,938403,2024-09-19,01:30,5067,Genesis,4341,Marathon,finished,1,2
Liga Nacional,938405,2024-09-19,23:15,4349,Olancho,4342,Olimpia,finished,1,2
Liga Nacional,938404,2024-09-20,01:30,4343,Real Espana,2749,Victoria,finished,1,1
Liga Nacional,938406,2024-09-22,01:00,10135,Juticalpa,5067,Genesis,finished,0,0
Liga Nacional,938407,2024-09-22,21:00,2749,Victoria,2693,Motagua,finished,1,3
Liga Nacional,938410,2024-09-22,23:15,2689,UPNFM,4343,Real Espana,finished,1,0
Liga Nacional,938409,2024-09-23,01:30,4341,Marathon,4349,Olancho,finished,2,0
Liga Nacional,938408,2024-09-24,01:00,4342,Olimpia,4346,Real Sociedad,finished,5,0
Liga Nacional,938413,2024-09-28,23:15,2689,UPNFM,2693,Motagua,finished,0,2
Liga Nacional,938414,2024-09-29,01:30,4343,Real Espana,4346,Real Sociedad,finished,3,2
Liga Nacional,938412,2024-09-29,21:00,2749,Victoria,4341,Marathon,finished,3,0
Liga Nacional,938415,2024-09-29,23:15,4342,Olimpia,5067,Genesis,finished,4,0
Liga Nacional,938411,2024-09-30,01:30,10135,Juticalpa,4349,Olancho,finished,0,1
Liga Nacional,938419,2024-10-05,01:00,5067,Genesis,2749,Victoria,finished,2,1
Liga Nacional,938420,2024-10-05,23:15,4349,Olancho,2689,UPNFM,finished,4,0
Liga Nacional,938417,2024-10-06,01:30,4346,Real Sociedad,10135,Juticalpa,finished,1,1
Liga Nacional,938416,2024-10-06,23:00,2693,Motagua,4343,Real Espana,finished,0,4
Liga Nacional,938418,2024-10-07,01:30,4341,Marathon,4342,Olimpia,finished,0,0
Liga Nacional,938425,2024-10-19,23:00,4342,Olimpia,2749,Victoria,finished,4,3
Liga Nacional,938421,2024-10-20,01:15,4346,Real Sociedad,2693,Motagua,finished,1,4
Liga Nacional,938422,2024-10-20,21:00,10135,Juticalpa,4341,Marathon,finished,1,1
Liga Nacional,938423,2024-10-20,23:15,2689,UPNFM,5067,Genesis,finished,1,4
Liga Nacional,938424,2024-10-21,01:30,4343,Real Espana,4349,Olancho,finished,1,1
Liga Nacional,938429,2024-10-26,21:00,4341,Marathon,2689,UPNFM,finished,1,2
Liga Nacional,938428,2024-10-26,23:15,5067,Genesis,4343,Real Espana,finished,1,1
Liga Nacional,938427,2024-10-27,00:30,2693,Motagua,4342,Olimpia,finished,1,1
Liga Nacional,938430,2024-10-27,23:15,4349,Olancho,4346,Real Sociedad,finished,2,2
Liga Nacional,938426,2024-10-28,01:30,2749,Victoria,10135,Juticalpa,finished,4,0
Liga Nacional,938432,2024-11-02,21:00,4346,Real Sociedad,5067,Genesis,finished,2,4
Liga Nacional,938435,2024-11-02,23:15,2689,UPNFM,2749,Victoria,finished,1,1
Liga Nacional,938434,2024-11-03,01:30,4343,Real Espana,4341,Marathon,finished,0,3
Liga Nacional,938431,2024-11-03,21:00,10135,Juticalpa,4342,Olimpia,finished,0,2
Liga Nacional,938433,2024-11-03,23:15,2693,Motagua,4349,Olancho,finished,2,2
Liga Nacional,938439,2024-11-06,21:00,4341,Marathon,2693,Motagua,finished,2,1
Liga Nacional,938437,2024-11-06,23:15,10135,Juticalpa,2689,UPNFM,finished,3,0
Liga Nacional,938440,2024-11-07,01:30,4342,Olimpia,4343,Real Espana,finished,1,0
Liga Nacional,938438,2024-11-07,23:15,5067,Genesis,4349,Olancho,finished,0,0
Liga Nacional,938436,2024-11-08,01:30,2749,Victoria,4346,Real Sociedad,finished,2,3
Liga Nacional,938444,2024-11-09,23:15,4343,Real Espana,10135,Juticalpa,finished,0,1
Liga Nacional,938445,2024-11-10,01:30,2689,UPNFM,4342,Olimpia,finished,0,2
Liga Nacional,938441,2024-11-10,21:00,4346,Real Sociedad,4341,Marathon,finished,0,0
Liga Nacional,938443,2024-11-10,23:15,4349,Olancho,2749,Victoria,finished,3,0
Liga Nacional,938442,2024-11-11,01:30,2693,Motagua,5067,Genesis,finished,2,1
Liga Nacional,938449,2024-11-23,21:00,4341,Marathon,5067,Genesis,finished,1,1
Liga Nacional,938450,2024-11-23,23:15,2689,UPNFM,4346,Real Sociedad,finished,2,1
Liga Nacional,938446,2024-11-24,21:00,10135,Juticalpa,2693,Motagua,finished,1,3
Liga Nacional,938448,2024-11-24,23:15,4342,Olimpia,4349,Olancho,finished,4,0
Liga Nacional,938447,2024-11-25,01:30,2749,Victoria,4343,Real Espana,finished,0,0
Liga Nacional,938454,2024-12-01,01:00,4343,Real Espana,2689,UPNFM,finished,0,0
Liga Nacional,938451,2024-12-01,01:00,2693,Motagua,2749,Victoria,finished,5,2
Liga Nacional,938453,2024-12-01,01:00,4349,Olancho,4341,Marathon,finished,3,1
Liga Nacional,938455,2024-12-01,01:00,5067,Genesis,10135,Juticalpa,finished,3,0
Liga Nacional,938452,2024-12-01,01:00,4346,Real Sociedad,4342,Olimpia,finished,0,2
