league_name,position,team_id,team_name,games_played,points,wins,draws,losses,goals_for,goals_against,goal_difference
First Division,1,3546,Inter Club d'Escaldes,27,62,18,8,1,84,19,65
First Division,2,3482,Atletic Club d'Escaldes,27,55,16,7,4,70,25,45
First Division,3,3487,FC Santa Coloma,27,52,16,4,7,42,28,14
First Division,4,3456,UE Santa Coloma,27,49,14,7,6,56,24,32
First Division,5,12117,Ranger's,27,48,13,9,5,59,20,39
First Division,6,3483,Ordino,27,33,9,6,12,32,48,-16
First Division,7,3484,Penya Encarnada,27,30,9,6,12,32,46,-14
First Division,8,5055,Pas de la Casa,27,29,8,5,14,35,36,-1
First Division,9,5054,Esperanca d'Andorra,27,7,1,4,22,14,92,-78
First Division,10,3490,La Massana,27,5,1,2,24,10,102,-92
