league_name,position,team_id,team_name,games_played,points,wins,draws,losses,goals_for,goals_against,goal_difference
UEFA World Cup Qualification,1,5251,Portugal,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,1,5310,Germany,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,1,5629,Bosnia-Herzegovina,3,9,3,0,0,4,1,3
UEFA World Cup Qualification,1,5279,England,3,9,3,0,0,6,0,6
UEFA World Cup Qualification,1,5275,Sweden,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,1,5597,Greece,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,1,5628,Finland,4,7,2,1,1,5,5,0
UEFA World Cup Qualification,1,5617,Czechia,4,9,3,0,1,9,6,3
UEFA World Cup Qualification,1,5619,North Macedonia,4,8,2,2,0,6,2,4
UEFA World Cup Qualification,1,5625,Turkiye,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,1,5250,France,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,1,5620,Norway,4,12,4,0,0,13,2,11
UEFA World Cup Qualification,2,5328,Netherlands,2,6,2,0,0,10,0,10
UEFA World Cup Qualification,2,5615,Slovakia,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,2,5276,Switzerland,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,2,5608,Armenia,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,2,5618,Austria,2,6,2,0,0,6,1,5
UEFA World Cup Qualification,2,5260,Croatia,2,6,2,0,0,12,1,11
UEFA World Cup Qualification,2,5626,Israel,3,6,2,0,1,7,6,1
UEFA World Cup Qualification,2,5637,Albania,4,5,1,2,1,4,3,1
UEFA World Cup Qualification,2,5256,Spain,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,2,5297,Iceland,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,2,5624,Scotland,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,2,5338,Wales,4,7,2,1,1,10,6,4
UEFA World Cup Qualification,3,5623,Romania,4,6,2,0,2,8,4,4
UEFA World Cup Qualification,3,5318,Poland,3,6,2,0,1,4,2,2
UEFA World Cup Qualification,3,5621,Ukraine,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,3,5600,Italy,2,3,1,0,1,2,3,-1
UEFA World Cup Qualification,3,5630,Hungary,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,3,5616,Belarus,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,3,5307,Serbia,2,4,1,1,0,3,0,3
UEFA World Cup Qualification,3,5592,Northern Ireland,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,3,5613,Slovenia,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,3,5269,Belgium,2,4,1,1,0,5,4,1
UEFA World Cup Qualification,3,5632,Bulgaria,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,3,5627,Montenegro,3,6,2,0,1,4,3,1
UEFA World Cup Qualification,4,5634,Cyprus,3,3,1,0,2,3,4,-1
UEFA World Cup Qualification,4,5636,Estonia,4,3,1,0,3,5,8,-3
UEFA World Cup Qualification,4,5610,Kazakhstan,3,3,1,0,2,3,4,-1
UEFA World Cup Qualification,4,5603,Republic of Ireland,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,4,5643,Faroe Islands,3,3,1,0,2,3,4,-1
UEFA World Cup Qualification,4,5614,Georgia,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,4,5605,Azerbaijan,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,4,5639,Latvia,3,4,1,1,1,2,4,-2
UEFA World Cup Qualification,4,5261,Denmark,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,4,5638,Luxembourg,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,4,5622,Kosovo,0,0,0,0,0,0,0,0
UEFA World Cup Qualification,4,5612,Lithuania,3,2,0,2,1,2,3,-1
UEFA World Cup Qualification,5,5604,San Marino,4,0,0,0,4,1,12,-11
UEFA World Cup Qualification,5,5635,Liechtenstein,3,0,0,0,3,0,8,-8
UEFA World Cup Qualification,5,5644,Gibraltar,4,0,0,0,4,2,16,-14
UEFA World Cup Qualification,5,5641,Andorra,4,0,0,0,4,0,8,-8
UEFA World Cup Qualification,5,5633,Moldova,3,0,0,0,3,2,10,-8
UEFA World Cup Qualification,5,5631,Malta,4,1,0,1,3,0,11,-11
